Animal_short,fracgaspasture,fracgasdaily,fracgassolid,fracgassolidcov,fracgassolidbulk,fracgassolidadd,fracgasdrylot,fracgaspit1,fracgaspit3,fracgaspit4,fracgaspit6,fracgaspit12,fracgasliquid1,fracgasliquid3,fracgasliquid4,fracgasliquid6,fracgasliquid12,fracgasliquidnatcov1,fracgasliquidnatcov3,fracgasliquidnatcov4,fracgasliquidnatcov6,fracgasliquidnatcov12,fracgasliquidsolcov1,fracgasliquidsolcov3,fracgasliquidsolcov4,fracgasliquidsolcov6,fracgasliquidsolcov12,fracgaslagoon,fracgasbiogaslowleak1,fracgasbiogaslowleak2,fracgasbiogaslowleak3,fracgasbiogashighleak1,fracgasbiogashighleak2,fracgasbiogashighleak3,fracgasburned,fracgasdeepnomix2,fracgasdeepnomix1,fracgasdeepmix2,fracgasdeepmix1,fracgascompostves,fracgascompoststat,fracgascompostint,fracgascompostpass,fracgaslitter,fracgasnolitter,fracgasareobic,fracgasaerproc,HerdType_short,ADM0_CODE
GTS,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,54
SHP,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,54
CML,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,54
PGS,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,,,0.48,0.48,,55
CTL,0.2,0.07,0.3,0.3,0.3,0.3,0.2,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,DRY,55
CHK,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.55,0.55,0.55,0.55,0.55,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.55,0.48,0.48,,55
CTL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,55
BFL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,55
GTS,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,55
SHP,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,55
CML,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,55
PGS,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,,,0.48,0.48,,56
CTL,0.2,0.07,0.3,0.3,0.3,0.3,0.2,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,DRY,56
CHK,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.55,0.55,0.55,0.55,0.55,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.55,0.48,0.48,,56
CTL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,56
BFL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,56
GTS,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,56
SHP,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,56
CML,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,56
PGS,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,,,0.48,0.48,,57
CTL,0.2,0.07,0.3,0.3,0.3,0.3,0.2,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,DRY,57
CHK,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.55,0.55,0.55,0.55,0.55,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.55,0.48,0.48,,57
CTL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,57
BFL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,57
GTS,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,57
SHP,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,57
CML,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,57
PGS,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,,,0.48,0.48,,58
CTL,0.2,0.07,0.3,0.3,0.3,0.3,0.2,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,DRY,58
CHK,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.55,0.55,0.55,0.55,0.55,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.55,0.48,0.48,,58
CTL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,58
BFL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,58
GTS,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,58
SHP,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,58
CML,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,58
PGS,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,,,0.48,0.48,,59
CTL,0.2,0.07,0.3,0.3,0.3,0.3,0.2,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,DRY,59
CHK,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.55,0.55,0.55,0.55,0.55,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.55,0.48,0.48,,59
CTL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,59
BFL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,59
GTS,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,59
SHP,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,59
CML,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,59
PGS,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,,,0.48,0.48,,60
CTL,0.2,0.07,0.3,0.3,0.3,0.3,0.2,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,DRY,60
CHK,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.55,0.55,0.55,0.55,0.55,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.55,0.48,0.48,,60
CTL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,60
BFL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,60
GTS,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,60
SHP,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,60
CML,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,60
PGS,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,,,0.48,0.48,,61
CTL,0.2,0.07,0.3,0.3,0.3,0.3,0.2,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,DRY,61
CHK,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.55,0.55,0.55,0.55,0.55,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.55,0.48,0.48,,61
CTL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,61
BFL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,61
GTS,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,61
SHP,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,61
CML,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,61
PGS,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,,,0.48,0.48,,62
CTL,0.2,0.07,0.3,0.3,0.3,0.3,0.2,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,DRY,62
CHK,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.55,0.55,0.55,0.55,0.55,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.55,0.48,0.48,,62
CTL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,62
BFL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,62
GTS,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,62
SHP,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,62
CML,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,62
PGS,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,,,0.48,0.48,,63
CTL,0.2,0.07,0.3,0.3,0.3,0.3,0.2,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,DRY,63
CHK,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.55,0.55,0.55,0.55,0.55,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.55,0.48,0.48,,63
CTL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,63
BFL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,63
GTS,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,63
SHP,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,63
CML,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,63
PGS,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,,,0.48,0.48,,64
