GLEAM_code,Item_Name,GLEAM3_name,Category,data,item_code_cpc,source_item_code_cpc,item_code_fao,source_item_code_fao,description,cattle,sheep,goat,pigs,chicken,species,faostat_domain,cr_slope,cr_intercept,DM,GE,DE_ruminants,DE_pigs,ME_ruminants,ME_pigs,ME_chickens,CP,N_content,N_dig_ruminants,N_dig_pigs,reference1,reference2,note
F233,Whole milk powder,,Animal products,available,22211,NA,897,NA,"Milk powder, whole",,,,,,,Trade,,,96,23.2,24.9462365591398,21.5,18.8,20.7,16,25.4,0.04064,95,95,https://www.feedtables.com/content/milk-powder-whole,,
F234,Skim milk and whey powder,,Animal products,available,22212,NA,898,NA,"Milk powder, skimmed",,,,,,,Trade,,,94.8,18.3,19.6774193548387,17.6,13.7,16.6,,34.1,0.05456,79.6,95,https://www.feedtables.com/content/milk-powder-skimmed,,
F235,"Whole Milk, Evaporated",,Animal products,missing,22221.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
F236,"Whole Milk, Condensed",,Animal products,missing,22222.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
F237,"Skim Milk, Condensed",,Animal products,missing,22222.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
F238,"Buttermilk, curdled and acidified milk",,Animal products,missing,22230.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
F239,"Buttermilk, dry",,Animal products,missing,22230.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
F240,Butter of Cow Milk,,Animal products,missing,22241.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
F241,Ghee from Cow Milk,,Animal products,missing,22241.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
F242,Cheese from Skimmed Cow Milk,,Animal products,missing,22251.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
F243,Whey Cheese,,Animal products,missing,22251.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
F244,Casein,,Animal products,missing,22260,,,,,,,,,,,,,,,,,,,,,,,,,,,
F245,Dairy products n.e.,,Animal products,missing,22290,,,,,,,,,,,,,,,,,,,,,,,,,,,
F246,Wheat and meslin flour,,Other,missing,23110,,,,,,,,,,,,,,,,,,,,,,,,,,,
F247,Flour of Rice,,Other,missing,23120.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
F248,Barley Flour and Grits,,Other,missing,23120.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
F249,Flour of Maize,,Other,missing,23120.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
F250,Flour of Rye,,Other,missing,23120.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
F251,Flour of Millet,,Other,missing,23120.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
F252,Flour of Sorghum,,Other,missing,23120.06,114,,83,,,,,,,,,,,,,,,,,,,,,,,,
F253,Flour of Mixed Grain,,Other,missing,23120.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
F254,Flour of Cereals nes,,Other,missing,23120.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
F255,Germ of Wheat,,Other,available,23140.01,111,19,15,,,,,,,,Trade,,,88.7,20.6,17.6,17.2,14,16.4,,29.5,0.0472,,,https://www.feedipedia.org/node/12753,,
F256,Bulgur,,Other,missing,23140.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
F257,Breakfast Cereals,,Other,missing,23140.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
F258,Pot Barley,,Other,missing,23140.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
F259,"Barley, Pearled",,Other,missing,23140.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
F260,Germ of Maize,,Other,available,23140.06,112,57,56,,Y,Y,Y,Y,Y,All,Trade,,,93.15,25.7,18.25,19.6,18.25,19,15.6,14.05,0.02248,83,76.3,see sheet Maize germ,,
F261,"Oats, Rolled",,Other,available,23140.07,117,76,75,Oats flaked,,,,,,,Trade,,,87.6,19.5,13.65,13.7,11.5,13,11,9.4,0.01504,59.3,84.7,https://www.feedtables.com/content/table-feed-profile?feed_pr_id=12425,,
F262,Cereal Preparations,,Other,missing,23140.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
F263,"Rice, Milled (Husked)",,Other,missing,23161.01,113,,27,,,,,,,,,,,,,,,,,,,,,,,,
F264,"Rice, Milled",,Other,available,23161.02,113,31,27,,,Y,Y,Y,Y,Monogastrics,Trade,,,88,17.6,12.1,13.1,10.1,12.7,9.19999999999999,8.3,0.01328,76,,https://www.feedipedia.org/node/12525,,
F265,"Rice, Broken",,Other,available,23161.03,113,32,27,,,,,,,,Trade,,,87.5,18.1,15.9,16.9,13.4,16.5,15.95,9,0.0144,68,88,https://www.feedipedia.org/node/24397,,
F266,Husked rice,,Other,missing,23162,,,,,,,,,,,,,,,,,,,,,,,,,,,
F267,Flour of Cassava,,Other,available,23170.01,1520.01,126,125,"Cassava pulp, dried",,,,,,,Trade,,,89,15.6,7.956,12.4,,12,10.1,2.3,0.00368,0,100,https://www.feedtables.com/content/table-feed-profile?feed_pr_id=269566,,
F268,Flour of Roots and Tubers nes,,Other,missing,23170.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
F269,Flour of Pulses,,Other,missing,23170.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
F270,Flour of Fruits,,Other,available,23170.04,1359.9,624,619,Banana flour,,,,,,,Trade,,,90,18.5,,15.6,,,,16.7,,,,,,
F271,Mixes and doughs for the preparation of bakers' wares,,Other,missing,23180,,,,,,,,,,,,,,,,,,,,,,,,,,,
F272,Lactose,,Other,missing,23210.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
F273,Isoglucose,,Other,missing,23210.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
F274,Starch of Wheat,,Other,missing,23220.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
F275,Wheat Gluten,,Other,missing,23220.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
F276,Starch of Rice,,Other,missing,23220.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
F277,Starch of Maize,,Other,available,23220.04,112,NA,64,,,,,Y,,Monogastric,Food Balance,,,88.1,0.8,,17,,16.8,,17.4,0.02784,,64.6,https://www.feedipedia.org/node/12641,,
F278,Starch of Potatoes,,Other,available,23220.05,1510,NA,116,"Potato pulp, dehydrated",Y,Y,,Y,Y,All,Food Balance,,,86.9,17.6,11.44,12.8,9.2,12.4,8.8,5.4,0.00864,28.4,57.2,https://www.feedipedia.org/node/26045,,
F279,Starch of Cassava,,Other,available,23220.06,1520.01,129,125,"Cassava pomace, dehydrated",,,,,,,Trade,,,89,17.5,9.8,11.5,7.7,11.2,10.1,2.4,0.00384,0,54.8,https://www.feedipedia.org/node/11945,,
F280,Tapioca of Potatoes,,By-products,missing,23230.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
F281,Tapioca of Cassava,,By-products,missing,23230.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
F282,"Dog or cat food, put up for retail sale",,,missing,23311,,,,,,,,,,,,,,,,,,,,,,,,,,,
F283,"Compound Feed, Cattle",,,missing,23319.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
F284,"Compound Feed, Poultry",,,missing,23319.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
F285,"Compound Feed, Pigs",,,missing,23319.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
F286,Compound Feed nes,,,missing,23319.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
F287,Feed Supplements,SYNTHETIC,Other,missing,23319.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
F288,Other Concentrates nes,,,missing,23319.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
F289,Feed Additives,SYNTHETIC,Other,missing,23319.1,23319.1,854,854,Synthetic additives such as amino-acids or minerals.,,,,,,Monogastrics,Trade,,,,,,,,,,,,,,,,
F290,Feed Minerals,SYNTHETIC,Other,missing,23319.11,,,,Synthetic additives such as amino-acids or minerals.,,,,,,,,,,,,,,,,,,,,,,,
F291,Lucerne (alfalfa) meal and pellets,GRASSH,Fodder crop,available,23320,23320,862,862,"Alfalfa, protein concentrate",Y,Y,,Y,Y,All,Trade,,,92.1,21.7,19.5,18.8,14.4,17.4,12.4,56.9,0.09104,80.4,89.4,https://www.feedipedia.org/node/11748,https://www.feedtables.com/content/alfalfa-protein-concentrate,
F292,"Cane sugar, non-centrifugal",,Other,missing,23511.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
F293,Raw cane or beet sugar (centrifugal only),,Other,missing,2351f,,,,,,,,,,,,,,,,,,,,,,,,,,,
F294,Refined sugar,,Other,missing,23520,,,,,,,,,,,,,,,,,,,,,,,,,,,
F295,Molasses (from cane),MOLASSES,By-products,available,23540,1802,165,156,By-product from the sugarcane sugar extraction.,,,,,,All,Trade,,,73,14.7,11.3,13.3,9.6,13,13,5.5,0.0088,,,https://www.feedipedia.org/node/12341,,
F296,Molasses (from beet),MOLASSES,By-products,available,23540,1801,165,157,By-product from the sugarcane sugar extraction.,,,,,,All,Trade,,,75.4,15.5,13.3144999999999,13.1,11,12.8,12.3,14.2,0.0227199999999999,72,50,https://www.feedipedia.org/node/12340,,
F297,"Fruit, Nuts, Peel, Sugar Preserved",,Other,missing,23670.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
F298,"Uncooked pasta, not stuffed or otherwise prepared",,Other,missing,23710,,,,,,,,,,,,,,,,,,,,,,,,,,,
F299,"Extracts, essences and concentrates of tea or mate, and preparations with a basis thereof or with a basis of tea or matÔøΩ",,Other,missing,23914,,,,,,,,,,,,,,,,,,,,,,,,,,,
F300,Egg Albumin,,Animal products,missing,23993.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
F301,Soya Paste,,By-products,missing,23995.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
F302,Flour of Mustard Seed,,Other,missing,23995.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
F303,Undenatured ethyl alcohol of an alcoholic strength by volume of 80% vol or higher,,Other,missing,24110,,,,,,,,,,,,,,,,,,,,,,,,,,,
F304,"Malt, whether or not roasted",,Other,missing,24320,,,,,,,,,,,,,,,,,,,,,,,,,,,
F305,Other non-alcoholic caloric beverages n.e.c,,Other,missing,24490,,,,,,,,,,,,,,,,,,,,,,,,,,,
F306,Industrial monocarboxylic fatty acids; acid oils from refining/n,,Other,missing,34120,,,,,,,,,,,,,,,,,,,,,,,,,,,
F307,"Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils/n",,Other,missing,34550,,,,,,,,,,,,,,,,,,,,,,,,,,,
F308,Bran of Wheat,GRNBYDRY,By-products,available,39120.01,111,17,15,,,,,,,,Trade,,,87,18.9,13.5,10.8,11,10.2,7.6,17.3,0.02768,68.2,64.9,https://www.feedipedia.org/node/12751,,
F309,Bran of Rice,GRNBYDRY,By-products,available,39120.02,113,35,27,,Y,Y,Y,Y,Y,All,Trade,,,90.5,20.3,13.87,13.8,11.42,13.27,11.57,12.62,0.020192,59.32,74.2,se sheet Bran of Rice,,
F310,Bran of Barley,GRNBYDRY,By-products,missing,39120.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
F311,Bran of Maize,GRNBYDRY,By-products,available,39120.04,112,59,56,,,,,,,,Trade,,,88.7,18.5,13.4,10.1,11,9.7,8.8,11.9,0.01904,92.3,45.5,https://www.feedipedia.org/node/12280,,
F312,Bran of Rye,GRNBYDRY,By-products,available,39120.05,116,73,71,Rye bran,Y,Y,Y,Y,,All,Trade,,,88,18.5,14.5,14.8,11.9,14.1,,16.9,0.02704,83,,https://www.feedipedia.org/node/12541,,
F313,Bran of Oats,GRNBYDRY,By-products,available,39120.06,117,77,75,,,,,,,,Trade,,,90.6,19.8,16.7,16.6,13.7,15.9,,19.3,0.03088,,,https://www.feedipedia.org/node/12385,,
F314,Bran of Millet,GRNBYDRY,By-products,available,39120.07,118,81,79,Pearl millet bran,,,,,,,Trade,,,92,19,15.4,15.5,12.8,,,13.7,0.02192,,,https://www.feedipedia.org/node/11690,,
F315,Bran of Sorghum,GRNBYDRY,By-products,missing,39120.08,114,,83,,,,,,,,,,,,,,,,,,,,,,,,
F316,Bran of Buckwheat,GRNBYDRY,By-products,available,39120.09,1192,91,89,,,,,,,,Trade,,,88.45,19.95,13.88,13.35,11.1,12.65,12.65,26.45,0.04232,70.5,70.1,see sheet Buckwheat bran,,
F317,Bran of Fonio,GRNBYDRY,By-products,missing,39120.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
F318,Bran of Triticale,GRNBYDRY,By-products,missing,39120.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
F319,Bran of Mixed Grain,GRNBYDRY,By-products,available,39120.12,1199.02,105,103,"‚ÄòDry‚Äô by-products of grain industries such as brans, middlings, etc.",,,,,,All,Trade,,,89.4,19.4899999999999,14.42,13.5599999999999,11.8599999999999,12.9111111111111,9.85833333333333,14.53,0.023248,69.7,66.1,see sheet GRNBYDRY),,
F320,Bran of Cereals nes,GRNBYDRY,By-products,missing,39120.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
F321,Bran of Pulses,,By-products,missing,39120.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
F322,"Pulp, Waste of Fruit for Feed",,By-products,missing,39120.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
F323,Marc of grape,,By-products,available,39120.18,1330,566,560,"Grape pomace, dehydrated",,,,,,,Trade,,,91.2,19.1,7.258,8.9,5.5,8.3,5.05,13.6,0.02176,52.3,47.6,https://www.feedipedia.org/node/12133,,
F324,Vegetable Products for Feed nes,,Other,missing,39120.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
F325,"Leaves, Tops and Vines n.e.",LEAVES,Grass and leaves,missing,39120.92,NA,NA,NA,"Leaves from natural, uncultivated vegetation found in trees, forest, lanes etc.",,,,,,All,NA,,,,18.5,,,,,,,,,,,,
F326,"Rice, Gluten",,By-products,missing,39130.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
F327,Maize Gluten,,By-products,missing,39130.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
F328,Potato Offals,,By-products,available,39130.03,1510,120,116,"Potato peels, fresh",Y,Y,,Y,Y,All,Trade,,,20.1,17.1,12.996,14.6,10.3,,,10,0.016,60.3,66.1,https://www.feedipedia.org/node/12471,,
F329,Maize Gluten meal,MZGLTM,By-products,available,39130.04,112,846,56,"By-product from maize processing. It is a protein-rich feed, with about 65% crude protein content.",,,,,,Ruminants,Trade,,,90,23.1,22.9,21.4,16.6,19.8,16.7,67.2,0.10752,81,86.2,https://www.feedipedia.org/node/715,,
F330,Maize Gluten feed,MZGLTF,By-products,available,39130.04,112,846,56,"By-product from maize processing. Unlike the gluten meal, its protein content is lower, of about 25% crude protein content.",,,,,,Ruminants,Trade,,,88.3,18.8,15.1,12.3,12.2,11.6,8.6,21.7,0.03472,74.4,60.2,https://www.feedipedia.org/node/12287,,
F331,Bagasse,,By-products,available,39141,1802,170,156,,,,,,,,Trade,,,46,18.4,8.6,3.3,7,,,1.8,0.00288,,,https://www.feedipedia.org/node/11672,,
F332,Beet pulp,BPULP,By-products,available,39149.01,1801,169,157,"Also known as ‚Äòbeet pulp‚Äô, is the remaining material after the juice extraction for sugar production from the sugar beet (Beta vulgaris).",,,,,,Ruminants,Trade,,,88.8,17.05,13.8105,12.2,11.4,11.5,2.83333333333333,8.9,0.01424,70,49,https://www.feedipedia.org/node/24378,https://www.feedtables.com/content/table-dry-matter,
F333,Coffee Husks and Skins,,By-products,available,39150.01,1610,660,656,"Coffee pulp, dehydrated",,,,,,,Trade,,,91.8,17.2,,10.5,,,,11.3,,,,https://www.feedipedia.org/node/11613,,
F334,Cocoa Husks and Shells,,By-products,missing,39150.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
F335,Brewing or distilling dregs and waste,GRNBYWET,By-products,available,39160,115,654,44,"‚ÄòWet‚Äô by-products of grain industries such as biofuels, distilleries, breweries, etc.",,,,,,All,Trade,,,72.8,20.7285714285714,14.7748571428571,14.2181818181818,11.7615384615384,13.3111111111111,11.2222222222222,29.3928571428571,0.0470285714285714,76,76.9,see sheet GRNBYWET),,
F336,Food Wastes,SWILL,Other,missing,39170.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
F337,"Food Waste, Prep. for Feed",SWILL,Other,missing,39170.02,NA,NA,NA,Household food waste and other organic material used as feed.,,,,,,Monogastrics,NA,,,,,,,,,,,,,,,,
F338,bread,,Other,missing,F0020,,,,,,,,,,,,,,,,,,,,,,,,,,,
F339,fruit prepared n.e.,,By-products,missing,F0623,,,,,,,,,,,,,,,,,,,,,,,,,,,
F340,cocoa powder and cake,,By-products,missing,F0665,,,,,,,,,,,,,,,,,,,,,,,,,,,
F341,fat preparations n.e.,,Other,missing,F1243,,,,,,,,,,,,,,,,,,,,,,,,,,,
F342,seeds for planting,,Other,missing,F1294,,,,,,,,,,,,,,,,,,,,,,,,,,,
F343,Limestone,LIMESTONE,Other,not applicable,NA,NA,NA,NA,"Used as source of calcium, is given to laying hens to favor the formation of the egg shell.",,,,,,Monogastrics,NA,,,,,,,,,,,,,,NA,,
F344,Scavenging,SWILL,Other,missing,NA,NA,NA,NA,Organic material from scavenging in extensive systems.,,,,,,Monogastrics,NA,,,,,,,,,,,,,,,,
F345,Raw milk of pig,Raw milk of pig,Animal products,available,,,,,Raw milk of pig,,,,Y,,,,,,17.9,25.8435754189944,,25.0682681564246,,24.0655374301676,,29.8324022346369,0.0467592511514685,,,"Aguinaga, M. A., F. Gómez-Carballar, R. Nieto, and J. F. Aguilera. ""Production and composition of Iberian sow's milk and use of milk nutrients by the suckling Iberian piglet."" Animal 5, no. 9 (2011): 1390-1397. (assuming 97% from GE to DE, and 96% from DE to ME)",,
